sample,FT-002,FT-004,FT-005,FT-006,FT-007,FT-008,FT-009,FT-010,FT-011,FT-012,FT-014,FT-016,FT-018,FT-020,FT-021,FT-023,FT-024,FT-025,FT-026,FT-027,FT-030,FT-031,FT-032,FT-033,FT-034,FT-035,FT-036,FT-037,FT-038,FT-039,FT-040,FT-041,FT-042,FT-044,FT-045,FT-048,FT-049,FT-052,FT-053,FT-054,FT-055,FT-056,FT-057,FT-058,FT-059,FT-060,FT-061,FT-062,FT-063,FT-064,FT-065,FT-066,FT-067,FT-068,FT-069,FT-070,FT-071,FT-072,FT-073,FT-074,FT-075,FT-076,FT-077,FT-078,FT-080,FT-081,FT-082,FT-083,FT-085,FT-086,FT-087,FT-088,FT-089,FT-091,FT-092,FT-093,FT-095,FT-096,FT-098,FT-099,FT-100,FT-101,FT-102,FT-103,FT-104,FT-105,FT-111,FT-113,FT-114,FT-115,FT-119,FT-123,FT-124,FT-127,FT-130,FT-131,FT-133,FT-135,FT-137,FT-138,FT-139,FT-140,FT-142,FT-149,FT-150,FT-152,FT-154,FT-155,FT-157,FT-158,FT-159,FT-160,FT-161,FT-162,FT-163,FT-165,FT-166,FT-167,FT-168,FT-169,FT-170,FT-171,FT-175,FT-176,FT-179,FT-182,FT-186,FT-189,FT-191,FT-193,FT-194,FT-195,FT-196,FT-198,FT-204,FT-207,FT-208,FT-211,FT-217,FT-218,FT-219,FT-220,FT-222,FT-223,FT-224,FT-229,FT-230,FT-232,FT-233,FT-234,FT-237,FT-238,FT-240,FT-242,FT-244,FT-248
20241106-297-Blank1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74642199305778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.52464602496124,0.0,0.0,0.0,0.0,7.51721754069698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241106-297-Blank2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.86643549159693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.487296132647955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.43455393447111
20241106-297-Blank3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.21410398109825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.493012685826955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.769827110109887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.311341781680916
20241106-297-Experimental_Blank,5.041215419505264,5.138485030037766,4.85676369750465,4.9171469311606915,4.731366025143433,4.8835465648050675,4.792716083802303,4.674489198245393,4.5174195616041075,4.627154993257634,0.0,0.0,5.118318332513503,0.006514085196923668,0.00542823311535169,4.962724027926245,0.0,0.010985800854768676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00979402459697471,0.01688775206065256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012453860076671519,0.0,0.0,0.0005509561767639492,0.0,0.0,0.0,0.0,0.0,0.0,0.002014978934039253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007634848338923081,0.0,0.0,0.0,0.007754136948643661,0.0,0.0,0.0,0.0,3.923912081377787,0.0,0.0,0.0,0.0,0.0,0.0,4.288374058837569,0.0,0.0,3.763711128935952,0.0,0.010144730791911527,4.069020823263383,4.193627407389528,0.0,4.3337826322189015,3.4948550581539384,4.247067077304959,3.887993779324609,4.427773582949887,4.14619755891023,4.170401262783741,4.084137212326512,3.9870480836004103,4.1244703472941,4.66876240302672,3.952378726736222,4.394045764274542,3.9910061377662305,4.031253285608922,4.219481666371196,0.0,0.02707546215731708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021609219574653754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241106-297-Diluted-QC1,1.0323330109178483,1.0323330109178483,1.0323330109178483,1.0323330109178483,0.9850838954989812,0.9889313757017718,1.0323330109178483,1.0323330109178483,0.9948203233786233,0.9317490764263668,0.9905005648595216,0.8519474776364644,1.0323330109178483,0.9727251850449149,1.009765854911029,1.001400744548511,0.8897917418742617,0.9531887733096652,0.9316304580142111,0.8235980924398612,0.9088176753738947,0.9196392800192479,0.9340805690755547,0.9270385311954555,0.8726679543181091,0.900069434759327,0.9209621582809435,0.9776517680758605,1.0323330109178483,0.8436670971200045,0.9425778577925669,0.9444036584248049,1.0323330109178483,0.9028879559563586,0.9017805179895225,0.8426071598183295,0.9765792144464767,1.0323330109178483,0.9363862628454255,1.0323330109178483,0.9433018945821017,0.8659252480824045,0.8214703876873389,0.8206707207958335,0.8839934883707325,0.9402202654760086,0.9089746695552098,0.8661654800324028,0.8247008627275975,0.8717529593575534,0.7627466635729977,0.9137989144984724,0.9164168590158771,0.8854976963202974,0.8965946040483361,0.943853093674367,0.8446671544308721,0.8653707571825464,0.9289149923259467,0.8876793367703001,0.8453047285114257,0.8222883929668868,0.8346180752475646,0.8051980424561183,0.8121013770950011,1.0323330109178483,0.9360103349691105,0.9512197041908642,0.9633096233945923,0.8734247005554744,0.9772012800695196,0.8854582031587697,1.0034130254950953,0.9332042847268295,0.8701448817950809,0.8704027824956436,0.9392015131387025,0.9642067485089703,0.8959021600744589,0.9127570853043898,0.830536050351907,0.9392704142262939,0.862993405098385,0.9011726615916996,0.874709995133861,0.9268114447449338,0.842736511287378,0.9279985570648485,0.798337853879899,0.6652310753452805,1.0016450194272561,0.9501999690956654,0.9194139930999528,0.9096166634110764,0.8428804655293384,0.8953800605395964,0.9570485988747949,1.0144867490258465,0.8585055231435316,0.9008306147170347,1.0094248139564097,0.859207654569957,0.9639146424607345,1.0323330109178483,0.9834438614426011,0.9547864892627828,1.0323330109178483,1.0201276302486844,1.0323330109178483,1.0323330109178483,1.020195910243103,1.0323330109178483,1.0323330109178483,1.0207807462350784,1.0323330109178483,1.0323330109178483,1.0270217585858838,0.9604559543557454,1.025597356879881,1.0323330109178483,0.9905632451974413,1.0323330109178483,1.0323330109178483,0.8077029598522949,0.9496513391827309,0.9827727597662682,0.7330522233992748,0.8659652942657675,0.8097909862178024,1.0323330109178483,0.9834380894974398,1.0323330109178483,0.8989760136662029,0.9309560408438359,0.7883722367029721,0.9708813683791236,1.0112526956529833,0.9061867975231089,0.8330120361944381,1.0080143521995655,1.0323330109178483,0.9453448280313559,0.8421683858639545,0.764612354408885,0.9429746454835913,0.9436503959513742,0.9338539558204185,1.0323330109178483,0.9386343820505626,0.9347898841174546,0.7410371143988528,0.43131632100667006,0.99158262518853,0.8910526441744885,0.9329239271800885,0.880968266089377
20241106-297-Diluted-QC2,0.9015290999057947,0.9424927161213585,0.899759693647954,0.9222030285538073,0.9067548907371435,0.8854147905623186,0.874547482146696,0.8781604313946179,0.8854147905623186,0.8854147905623186,1.046987620186067,0.9024202853444079,0.8740583239454743,0.9593178224169455,0.9432105861167583,0.8854147905623186,0.98145469290733,0.9354342567575201,0.9443414854035914,0.9074420772937762,0.956163360788964,0.9642766211338689,1.0164710001223858,1.0715132532277771,0.952194913322684,0.9626838370638068,0.9462921243054535,0.9547640258523378,0.9586326047769543,0.962993831384852,1.103989889230316,0.9616489558707684,1.159116243653445,0.9323279439612233,0.9449826967385269,0.8854147905623186,0.9867839933901715,1.1181394040499093,0.915984249522898,1.025759691058217,1.0118782683975345,0.896310482994608,0.8854147905623186,0.893429586598273,0.8854147905623186,0.8854147905623186,0.9233252831286639,0.8854147905623186,0.8854147905623186,0.9726160494082433,0.8854147905623186,0.8854147905623186,0.9271078134357997,0.8854147905623186,0.8854147905623186,1.0013010347923004,0.8854147905623186,0.8854147905623186,0.9332117597619217,0.9313095627466325,0.9596912903230657,0.8854147905623186,0.8925827889838853,0.9493129430799352,0.8854147905623186,1.136307367686398,0.9221517007182204,0.9786618808000431,0.9684157757569904,0.8854147905623186,1.0061401248207136,0.8975471875259491,0.8854147905623186,0.8854147905623186,0.9225257939047612,0.8912868710467818,1.0145297811912806,0.9066762254778763,0.8854147905623186,1.0256551372829734,0.8885839892620121,0.9077645769003113,0.9146787029757766,0.9855908275704076,0.8854147905623186,0.8854147905623186,0.8854147905623186,1.0085053043239989,0.9555204135008105,0.8854147905623186,0.8854147905623186,1.0053559439315094,0.8854147905623186,0.9572886787638067,0.8854147905623186,0.8910431748851414,0.8854147905623186,0.8854147905623186,0.9043353570251473,0.8950725581768864,0.8854147905623186,0.8854147905623186,0.9497385880669669,0.8318314153008515,0.8854147905623186,1.0095340610537389,0.8851554807170265,0.8854147905623186,0.8848317790599008,0.8446922567250499,0.8854147905623186,0.8764406550090464,0.8664131233505947,0.8854147905623186,0.8760779920073187,0.8698007212514959,0.8854147905623186,0.8854147905623186,0.8854147905623186,0.8562697878468974,0.8854147905623186,0.8784780261396865,0.9540171310012099,0.8854147905623186,0.9561934376316295,1.0189506405922215,0.8854147905623186,0.9559721317067607,0.8854147905623186,1.1315336412070294,0.9817343968270521,0.8796414635524746,0.8854147905623186,0.9318121790297219,0.9374451291180069,0.9642271158206794,0.8854147905623186,0.8854147905623186,0.897513036390836,0.8854147905623186,1.0443210423116935,0.9729000473897393,0.887681381793089,0.8854147905623186,0.9970653918748728,1.019678547189957,0.9895684447293588,0.8861714056184646,0.9265498564971427,0.9897152024116147,0.8854147905623186,0.8854147905623186,0.9440642438957024,0.8854147905623186,0.9450295646348453,0.9151197622102015
20241106-297-Diluted-QC3,0.2993613446546249,0.2746151889787719,0.3446538853578441,0.30015768051427716,0.9466957649968551,0.9646217730849916,0.9918532634245699,0.9833325441951837,0.9573929360253692,1.1244740441764065,0.8006001373177261,0.9288559289987806,1.2258574466347116,0.8737650994318878,0.8886864130118689,1.0883501959809851,0.8540571852663912,0.8960741243285516,0.8876221636420937,0.9237156326172418,0.8766477224135436,0.8692717567965967,0.8246358552186938,0.7822753754710117,0.8803013130641092,0.8707099882838973,0.8857924640407936,0.8779325674138482,0.8674902535106253,0.8704297007650694,0.7592627800924128,0.8716470052545546,0.7127000763057811,0.8990596473270428,0.8870198738917825,0.9466957649968551,0.8494446992509083,0.7489127902725461,0.9151013600152198,0.7893077676583073,0.8283787276293353,0.9351875810828457,0.9466957649968551,0.938203127660497,0.9466957649968551,0.9466957649968551,0.9078257119209852,0.9466957649968551,0.9466957649968551,0.8618184256787778,1.0294040742842319,0.9466957649968551,0.9041218511410695,0.9466957649968551,0.9466957649968551,0.8371292981483798,0.9466957649968551,0.9466957649968551,0.8982081759286534,0.9000427634597007,0.8734250700647194,0.9466957649968551,0.939093205511111,0.8829737744556843,0.9466957649968551,0.725716271813406,0.9089810622678198,0.8564944123558711,0.8655563586164287,0.9466957649968551,0.8331030756181089,0.9338990129326102,0.9466957649968551,0.9466957649968551,0.9086124616017616,0.9404586331519383,0.8262137278086327,0.9244958772897456,0.9466957649968551,0.8172517272339893,0.9433193064699296,0.9233874661127869,0.9164075098325789,0.8504730452466034,0.9466957649968551,0.9466957649968551,0.9466957649968551,0.8311492551373166,0.8772375981166974,0.9466957649968551,1.2696605843737763,0.833752898712686,0.9466957649968551,0.8756172000000633,0.9466957649968551,0.9407158442114477,0.9466957649968551,1.1992270678574153,0.9268889311685021,0.9364809867461871,1.1256371655484614,0.9466957649968551,0.8825780515004419,1.1037692497342542,1.153804753620863,0.8303022798616649,1.1245024352980266,1.1240821434343384,1.2274116015617729,1.3009229715872026,1.1846060295033438,1.2417043266093928,1.246866848456884,1.2244545023523876,1.1633827362047764,1.1634140606348906,1.2618938627437948,1.0187868101045532,1.1981849817111265,1.1575874880120416,1.1265785417953889,1.2145427791104149,0.8634009027744765,0.9466957649968551,0.8766201476628889,0.8226290843722772,1.1366843315649608,0.876823083738223,0.9466957649968551,0.732444594342535,0.8538138575973616,0.9466957649968551,0.9466957649968551,0.8995572834900539,0.894151995092833,0.8693163869152283,0.9466957649968551,0.9466957649968551,0.9339345485851073,0.9466957649968551,0.7780676393782461,0.8615668533883194,0.9442784873979775,0.9466957649968551,0.8406855150340201,0.8220418432857074,0.8470545286235075,0.9170394889892693,0.9046663022104838,0.8469289250568834,0.9466957649968551,0.9466957649968551,0.8878828299141989,1.1727919708192194,0.8869758829342104,0.9159658299438922
20241106-297-Diluted-QC4,0.9495115087863503,0.976810660824151,0.9495115087863503,0.9495953916292754,0.870720280451198,0.8988593285279122,0.9054251593426687,0.9140332524865964,0.8968140437009136,0.8718472126251263,0.9495115087863503,0.9495115087863503,0.8986164276308494,0.9495115087863503,0.9495115087863503,0.8914033790077831,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.8732222327843774,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.8753758269019747,0.9495115087863503,0.9495115087863503,0.8693197335964262,0.9495115087863503,0.9495115087863503,0.8338419798179507,0.8669572479136062,0.9495115087863503,0.8300779060012651,0.8398951999545395,0.8255092651026372,0.7816105852658565,0.7718669806192193,0.846072080999056,0.8505201431962427,0.8091994114454126,0.8307987212716154,0.8509683469869684,0.845973046850296,0.8573924441019307,0.8073975095851643,0.7941541428200346,0.8048818037109876,0.8106166876905552,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.7248431870894626,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,0.9495115087863503,1.0583771801782207,0.9495115087863503,0.6148846866709877,0.9495115087863503,0.9495115087863503
20241106-297-Diluted-QC5,0.8883752867263227,0.8702379725472257,0.9586755386161674,0.8702379725472257,0.9450834778157648,0.9561022147043435,0.9247188536076953,0.9200869234886205,0.8702379725472257,0.8702379725472257,0.8702379725472257,1.037779180812245,0.8702379725472257,0.9573160639387521,0.8765213777242514,0.8702379725472257,0.8702379725472257,0.9201794195913456,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.916654225905484,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.9823571207381112,0.8702379725472257,1.067222221887994,0.9263469137378467,0.8735605812408522,0.9691339901279702,0.953608633894716,0.8702379725472257,0.8734630438384036,0.9002549413515926,0.9072183555690988,0.8702379725472257,0.964431560197117,0.8702379725472257,1.3569860061269396,0.973006896438291,0.8702379725472257,1.074167915719131,0.9516320201969016,0.8702379725472257,1.3199295781310938,0.8702379725472257,0.9605016484583572,0.8702379725472257,0.8703443010387393,0.8916092927872786,0.8702379725472257,0.8702379725472257,0.8752508988667698,0.9705751323248025,0.9398279532518312,0.8768145775861402,0.9339485649143537,0.8702379725472257,0.886377347367641,0.9373472371650191,0.9065030832962442,0.9014351562388381,0.9097739624187935,0.9654439273361579,0.9304963826332712,0.9365062968147372,0.881731345926411,0.8702379725472257,0.8702379725472257,0.8910051154598121,0.8702379725472257,0.88857846944778,0.9319207440391661,0.9502818030736512,0.922836676507499,0.8977803310461249,0.8702379725472257,1.0672563872386944,0.8194211410850833,1.1638500133418137,0.8702379725472257,1.202650041721868,0.9226447222355642,1.0538345228816144,1.1934672210673452,0.8702379725472257,0.9338651901136897,1.1148994165301784,0.8802056025910412,0.8702379725472257,0.9523575415731714,0.8815144376032684,0.8702379725472257,1.2055683523959269,0.9744896399784816,0.8777763319540817,0.8928048849045728,0.9575915283316356,0.8830204834133594,0.8758431883312526,0.8702379725472257,0.8962925091595745,0.8702379725472257,0.8702379725472257,0.8705547691208292,0.8702379725472257,0.9110878091668861,0.9095952288733994,0.9087881064448785,0.886139355147775,0.8903855995933047,1.0943247999060375,0.8702379725472257,0.8702379725472257,0.9487664880164374,0.8702379725472257,0.8702379725472257,0.8702379725472257,0.8982675459525045,0.8702379725472257,0.8702379725472257,0.8702379725472257,1.0760924049159033,0.9324280636089803,0.9262613770704617,0.8702379725472257,1.0430995607462576,0.8702379725472257,0.8702379725472257,1.0710123279300137,0.8702379725472257,0.8702379725472257,0.9147803022362674,0.9019094206566767,1.0275181164845795,0.8702379725472257,0.9321978291686611,0.8702379725472257,1.0735760676352961,0.8702379725472257,1.1774032076286836,1.4701562841688973,1.157416932094914,0.8702379725472257
20241106-297-QC1,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.9119120538355581,0.9400283240287967,0.9164614896681891,0.8962077489258287,0.9210367699870907,0.8962077489258287,0.8962077489258287,0.9383137779937881,0.9709940445254629,0.8962077489258287,0.9518782022960389,0.9065789808521781,0.9249633949039867,1.103880424943562,1.0631673079420783,1.1174712481740119,1.0149553251783785,1.0049947086015978,1.053348977424814,0.9907890247169614,0.9672640521977836,0.9536581876012061,0.9048437108782337,0.9800200752468096,0.8962077489258287,1.0831753366782775,1.0756534022299604,0.9695228009954459,0.8962077489258287,1.0672009252285077,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,1.014415835939948,0.8962077489258287,0.8962077489258287,0.8962077489258287,1.0111784159562973,0.8962077489258287,1.0073117531827251,0.8962077489258287,0.8962077489258287,0.9475328974153796,0.8962077489258287,0.8962077489258287,0.9488131160206908,0.8962077489258287,1.017220414065869,0.8962077489258287,0.9020791475460443,0.8962077489258287,0.8962077489258287,0.9989068012220479,0.9426232758698756,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.9321421750561023,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.9151390854647343,0.9200251021171844,0.8962077489258287,1.1276114474061394,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.9874285749231525,0.8908109980109824,1.014920464346051,0.8962077489258287,0.9046366051767639,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.9005084063048208,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.9044696413822532,0.8962077489258287,0.8962077489258287,0.899369615340336,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.9147511077745212,0.8962077489258287,0.9952268448567276,0.9029821115859348,0.8962077489258287,0.9059363676293211,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.9510094698159467,0.9683748107025664,0.8962077489258287,1.0531016545288174,1.0345932216705573,1.097225384841313,0.8962077489258287,0.9249291194699105,0.9947860885380733,0.9156956357319295,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8966655229933589,0.8962077489258287,0.9145092165280415,0.9455208687592088,0.8962077489258287,0.9262974739046834,1.0137417003810407,0.8962077489258287,0.8962077489258287,0.8962077489258287,1.0561125083483673,0.8962077489258287,0.9072550900452687,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,0.8962077489258287,1.099202140558003
