feature,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std,qc_cv_pct,d_ratio_pct,drift_r2,det_Dunn,det_French,det_LMU
FT-112,1295.833757739158,1295.9055910747572,1295.7695076366322,0.0377600808592019,1284.7258569724574,1295.3360296396097,1286.8981919328824,1282.3580923089296,1272.7005949753996,1.0657237935960988,2.5877322733041384,84.06682194564775,0.01969115561765453,1.0,1.0,1.0
FT-229,975.1420796493152,975.19513630601,975.0878433330068,0.0290253234446013,1174.724661855747,1190.7307771536025,1177.058293531887,1172.2284839034685,1160.82065582275,1.228760315355733,0.8639059260700235,86.96488917940344,0.019422653542480614,1.0,1.0,1.0
FT-051,1069.2050570468462,1069.267470109953,1069.1500824304103,0.0309242309640597,1157.7638325982018,1163.3854165077216,1160.088364981479,1155.2213391757566,1149.20816373825,1.1956236333629695,2.968458034381032,74.61979437584634,0.01911627218671784,1.0,1.0,1.0
FT-067,1150.251969729645,1150.3180018976263,1150.192989410226,0.0337478169990694,1245.3086840060384,1265.5461034467148,1247.4885199904472,1242.940885817954,1227.8460459555374,1.1741079896181184,0.6510180348850511,45.67117435943148,0.018843090132609607,1.0,1.0,1.0
FT-129,1559.499840726536,1559.591193601963,1559.4186670548086,0.044603153211056,1455.3698325798234,1469.8877197763204,1457.3428571525346,1453.1341868624918,1441.7818338974682,1.0536807743373076,11.257137985069145,74.36913238738909,0.017426040130094245,0.9629629629629629,1.0,0.9230769230769231
FT-060,1251.815294797806,1251.8928041654049,1251.7555207167077,0.038755507110193,1252.0156980757831,1259.4881563062756,1254.194200130937,1249.5033644892535,1243.0116841700158,1.2070818965472034,1.5107410584483687,60.13558428856377,0.016296945788594638,1.0,1.0,1.0
FT-147,1633.0436758967032,1633.1441146353052,1632.9696891058245,0.0449364037120985,1455.2477318872882,1465.6225339104108,1456.8264409502044,1453.1028637962902,1445.261146881999,0.9790647979449134,16.082194593691025,69.45877446873682,0.015198229118215422,0.9629629629629629,1.0,0.8846153846153846
FT-250,1069.708344315076,1069.774287255223,1069.649218122904,0.030644853390045,1173.681223284433,1187.769702729723,1175.700209664516,1171.3635911074043,1163.6172158377544,1.1401411506553842,1.2769782299719217,66.76670620943852,0.014378060749129918,1.0,1.0,1.0
FT-032,923.6242483918668,923.6775548079564,923.5784299297836,0.0272164472860657,1071.5163479969956,1096.3162617107012,1074.3064281661898,1068.7524562678664,1064.6716237330195,1.3373505220465651,0.6787618519655778,56.306671203895405,0.014269629051307632,1.0,1.0,1.0
FT-100,1222.7890111601405,1222.8592513192573,1222.7275498290628,0.0358995751017506,1257.9887283196858,1272.9182917572732,1259.965824885959,1255.53693243177,1245.8706452125716,1.2070912617475065,0.672141681240248,62.041477228814045,0.014055714472432066,1.0,1.0,1.0
